date,product_id,category,price,discount_pct,competitor_price,units_sold,revenue,cost,inventory_level,season,day_of_week
2023-07-26,P003,Clothing,142.6847276409417,15,153.18631194924745,78,11129.408755993452,103.33625786463904,329,Monsoon,Wednesday
2023-07-26,P004,Clothing,226.29736099361483,20,205.89932362549766,69,15614.517908559423,144.51844667661132,475,Monsoon,Wednesday
2023-07-26,P005,Groceries,153.41369326429975,20,167.00561825567073,71,10892.372221765283,106.09422280026291,448,Monsoon,Wednesday
2023-07-27,P001,Electronics,302.799848057339,10,317.0871806980705,24,7267.196353376135,194.1748937649304,174,Monsoon,Thursday
2023-07-27,P002,Electronics,274.70312713883004,10,290.586248321548,28,7691.687559887241,189.6643603105165,60,Monsoon,Thursday
2023-07-27,P003,Clothing,378.67559514927876,10,357.6977111645053,16,6058.80952238846,250.37439261603876,151,Monsoon,Thursday
2023-07-27,P004,Clothing,126.11070302658555,10,130.67473238536147,66,8323.306399754647,92.30025575542047,496,Monsoon,Thursday
2023-07-27,P005,Groceries,360.0748665782613,0,389.7319698745347,5,1800.3743328913065,239.7629070619163,240,Monsoon,Thursday
2023-07-28,P001,Electronics,430.5561246402221,15,438.5382964848519,0,0.0,311.6172762393482,314,Monsoon,Friday
2023-07-28,P002,Electronics,287.6099758871534,20,313.31541638597105,35,10066.349156050368,184.4372359449258,213,Monsoon,Friday
2023-07-28,P003,Clothing,126.42212312886403,0,138.58506569015233,76,9608.081357793666,88.40340148969429,267,Monsoon,Friday
2023-07-28,P004,Clothing,364.8928633318372,15,332.5702402865065,23,8392.535856632256,237.71228734160874,320,Monsoon,Friday
2023-07-28,P005,Groceries,115.91885093426102,20,107.56556170411757,62,7186.968757924183,81.99640348484284,62,Monsoon,Friday
2023-07-29,P001,Electronics,283.72147528522953,20,304.6801112327381,39,11065.137536123952,201.59090852938826,139,Monsoon,Saturday
2023-07-29,P002,Electronics,268.52035265334587,0,288.77325684724036,40,10740.814106133836,170.90702770082507,166,Monsoon,Saturday
2023-07-29,P003,Clothing,233.56098861062156,10,239.68259378042453,47,10977.366464699213,141.0118892099646,297,Monsoon,Saturday
2023-07-29,P004,Clothing,437.491517084103,5,423.7013577622736,0,0.0,298.3567260858006,320,Monsoon,Saturday
2023-07-29,P005,Groceries,401.24753887186966,15,376.2283263634362,15,6018.713083078045,251.83792102072124,391,Monsoon,Saturday
2023-07-30,P001,Electronics,258.6362297545319,20,233.67774119770593,54,13966.356406744722,157.08289434509356,215,Monsoon,Sunday
2023-07-30,P002,Electronics,499.32750262838266,0,484.3091692934611,0,0.0,344.2623326714668,265,Monsoon,Sunday
2023-07-30,P003,Clothing,276.2956164337054,0,283.23892046390546,41,11328.12027378192,189.8464203737216,264,Monsoon,Sunday
2023-07-30,P004,Clothing,457.245496528989,5,443.75502114142427,0,0.0,282.996792069771,351,Monsoon,Sunday
2023-07-30,P005,Groceries,403.69559186279804,10,441.05621272600297,0,0.0,280.26649934483976,485,Monsoon,Sunday
2023-07-31,P001,Electronics,231.4282530929177,20,223.20444199471402,60,13885.695185575063,165.82622630363005,363,Monsoon,Monday
2023-07-31,P002,Electronics,433.78330114243863,15,448.7776013415808,0,0.0,292.6234389314888,73,Monsoon,Monday
2023-07-31,P003,Clothing,356.17890959730113,0,351.3341192946654,13,4630.325824764915,215.47106905828187,286,Monsoon,Monday
2023-07-31,P004,Clothing,166.60141881980604,10,157.19606565887582,80,13328.113505584482,115.48543449985883,350,Monsoon,Monday
2023-07-31,P005,Groceries,184.68574885918832,5,194.2516148848167,64,11819.887926988053,124.6800432989073,65,Monsoon,Monday
2023-08-01,P001,Electronics,201.3517595317338,0,195.34252189805753,50,10067.58797658669,145.9607083658193,267,Monsoon,Tuesday
2023-08-01,P002,Electronics,279.18866255287594,10,260.50648250399314,47,13121.86713998517,167.61049782930667,152,Monsoon,Tuesday
2023-08-01,P003,Clothing,122.17809428153657,10,121.14703169593716,92,11240.384673901364,78.05277187802785,98,Monsoon,Tuesday
2023-08-01,P004,Clothing,141.39002545863386,5,152.8987640212896,71,10038.691807563004,88.41293838386869,181,Monsoon,Tuesday
2023-08-01,P005,Groceries,373.59005196605654,15,375.15059609495626,12,4483.080623592678,250.43943932191738,84,Monsoon,Tuesday
2023-08-02,P001,Electronics,137.20696370507,0,139.25360307957902,78,10702.143168995459,92.91897549880392,132,Monsoon,Wednesday
2023-08-02,P002,Electronics,156.55342168653607,10,163.86893890885918,59,9236.651879505627,113.65822637466852,405,Monsoon,Wednesday
2023-08-02,P003,Clothing,469.49255835071045,20,438.0303621608741,0,0.0,290.47141173428093,451,Monsoon,Wednesday
2023-08-02,P004,Clothing,370.8497053930256,15,380.3978997048376,11,4079.3467593232817,237.31236535482665,359,Monsoon,Wednesday
2023-08-02,P005,Groceries,272.3934915392813,15,276.17961171933786,35,9533.772203874845,197.4467802498491,98,Monsoon,Wednesday
2023-08-03,P001,Electronics,376.71105565679295,10,390.6984689468377,7,2636.9773895975504,238.81280940655355,491,Monsoon,Thursday
2023-08-03,P002,Electronics,419.42233525223963,10,396.2377271640778,3,1258.2670057567188,305.57624114365456,131,Monsoon,Thursday
2023-08-03,P003,Clothing,352.25411799323217,15,338.8945909526202,21,7397.336477857875,251.6219653831762,155,Monsoon,Thursday
2023-08-03,P004,Clothing,476.1988794052043,20,511.88938061133894,0,0.0,338.39393154998663,466,Monsoon,Thursday
2023-08-03,P005,Groceries,450.2740510344424,0,405.5800654756002,0,0.0,281.1439945310328,458,Monsoon,Thursday
2023-08-04,P001,Electronics,387.7552622299281,20,401.75793191934326,8,3102.042097839425,250.07633822769287,291,Monsoon,Friday
2023-08-04,P002,Electronics,429.2014297787739,10,442.2732840487699,0,0.0,283.6075368076051,111,Monsoon,Friday
2023-08-04,P003,Clothing,118.47859328065154,5,128.18351672341427,61,7227.194190119744,75.87896359013875,107,Monsoon,Friday
2023-08-04,P004,Clothing,422.19841841289775,20,402.36951007900575,5,2110.9920920644886,295.2978041430684,141,Monsoon,Friday
2023-08-04,P005,Groceries,133.5850253786907,5,141.4694882948597,68,9083.781725750967,82.87105721192475,464,Monsoon,Friday
2023-08-05,P001,Electronics,124.70495451607988,0,119.70236849639868,100,12470.495451607989,76.69644637094385,253,Monsoon,Saturday
2023-08-05,P002,Electronics,181.5021943399775,20,166.56082360800687,82,14883.179935878155,118.21851915996473,111,Monsoon,Saturday
2023-08-05,P003,Clothing,305.8247161393194,10,285.4285632487008,33,10092.21563259754,228.73441554746196,360,Monsoon,Saturday
2023-08-05,P004,Clothing,107.41249343773332,0,110.80564305873578,96,10311.599370022399,76.1685150926,96,Monsoon,Saturday
2023-08-05,P005,Groceries,298.6973712023938,20,295.4646663234436,52,15532.263302524478,210.96622908115435,305,Monsoon,Saturday
2023-08-06,P001,Electronics,244.322524551201,5,251.03172645353985,52,12704.771276662454,149.18443079904233,423,Monsoon,Sunday
2023-08-06,P002,Electronics,498.4897972178555,5,511.9420159788663,0,0.0,363.31923022652427,247,Monsoon,Sunday
2023-08-06,P003,Clothing,338.16592064804337,5,359.3762832671859,19,6425.152492312824,239.16545435827172,60,Monsoon,Sunday
2023-08-06,P004,Clothing,266.95317672018933,20,273.7215352947685,60,16017.19060321136,161.32519102814135,93,Monsoon,Sunday
2023-08-06,P005,Groceries,194.5899648954778,5,188.567971818817,70,13621.297542683445,121.79648860729768,79,Monsoon,Sunday
2023-08-07,P001,Electronics,165.0044261189825,0,154.8515837607413,62,10230.274419376916,116.75810810603602,324,Monsoon,Monday
2023-08-07,P002,Electronics,404.94448548286914,10,365.14808044856306,10,4049.4448548286914,244.1798806256805,75,Monsoon,Monday
2023-08-07,P003,Clothing,310.0615576446513,5,279.51820846872295,27,8371.662056405585,205.69576533977084,218,Monsoon,Monday
2023-08-07,P004,Clothing,451.1913529998636,0,427.0994460640443,0,0.0,325.7472079773878,75,Monsoon,Monday
2023-08-07,P005,Groceries,240.68804453826093,5,246.85112496997434,45,10830.962004221741,174.37630738923397,331,Monsoon,Monday
2023-08-08,P001,Electronics,395.5721821397889,15,408.9637476467793,5,1977.8609106989443,263.9308323823339,284,Monsoon,Tuesday
2023-08-08,P002,Electronics,122.2911942803938,5,118.83628486304174,76,9294.130765309928,91.63851222848925,203,Monsoon,Tuesday
2023-08-08,P003,Clothing,152.26905216530497,5,164.96086048112346,53,8070.259764761164,109.65240325255269,215,Monsoon,Tuesday
2023-08-08,P004,Clothing,337.65455659102054,0,337.13909643376843,15,5064.8183488653085,212.33317850235622,296,Monsoon,Tuesday
2023-08-08,P005,Groceries,200.13610695255443,5,201.45921836730298,64,12808.710844963483,139.04088916893514,327,Monsoon,Tuesday
2023-08-09,P001,Electronics,282.6035421366132,5,306.90380649180236,32,9043.313348371623,189.0068788545426,443,Monsoon,Wednesday
2023-08-09,P002,Electronics,188.18819239974795,15,184.66275877153882,75,14114.114429981097,139.068779695633,100,Monsoon,Wednesday
2023-08-09,P003,Clothing,150.0920102514987,10,137.61074925372935,70,10506.440717604908,112.22175248073853,375,Monsoon,Wednesday
2023-08-09,P004,Clothing,352.4468111568939,10,324.91947220099024,26,9163.61709007924,262.5289947970808,421,Monsoon,Wednesday
2023-08-09,P005,Groceries,485.7952900095417,0,506.93334900526617,0,0.0,348.08359821334017,140,Monsoon,Wednesday
2023-08-10,P001,Electronics,265.0712993516597,15,242.73250630565428,45,11928.208470824688,172.20018065199682,222,Monsoon,Thursday
2023-08-10,P002,Electronics,188.27962991413403,15,206.95673005262216,54,10167.100015363238,135.5764741894054,78,Monsoon,Thursday
2023-08-10,P003,Clothing,212.51382542121365,15,200.0519159239639,68,14450.940128642529,156.99664640054948,257,Monsoon,Thursday
2023-08-10,P004,Clothing,486.2439325523536,10,470.53892254669177,0,0.0,292.2636121712625,215,Monsoon,Thursday
2023-08-10,P005,Groceries,263.1751273471364,20,245.26165697797325,39,10263.82996653832,189.0946153971927,330,Monsoon,Thursday
2023-08-11,P001,Electronics,148.64210373922285,5,160.50445658390737,76,11296.799884180937,103.09244918950397,198,Monsoon,Friday
2023-08-11,P002,Electronics,260.14265073593225,5,241.37608159137733,43,11186.133981645087,176.38576862201953,93,Monsoon,Friday
2023-08-11,P003,Clothing,459.0129306088336,10,421.13672658102536,0,0.0,339.88714064035054,125,Monsoon,Friday
2023-08-11,P004,Clothing,186.84129178795615,20,178.96220701122718,69,12892.049133368975,138.7930005466712,148,Monsoon,Friday
2023-08-11,P005,Groceries,250.80308478349784,0,239.44381324347262,50,12540.154239174892,165.51716983732618,164,Monsoon,Friday
2023-08-12,P001,Electronics,117.8352370936576,0,106.38199418337906,76,8955.478019117978,80.72052693905691,276,Monsoon,Saturday
2023-08-12,P002,Electronics,339.7434348543211,5,306.6715317052924,31,10532.046480483954,231.4679817999565,398,Monsoon,Saturday
2023-08-12,P003,Clothing,427.25823245112053,15,443.0185377255119,0,0.0,288.6056992185453,465,Monsoon,Saturday
2023-08-12,P004,Clothing,229.3771420400787,10,236.1784933228663,52,11927.611386084092,143.5575088840026,62,Monsoon,Saturday
2023-08-12,P005,Groceries,343.1113754427549,0,374.8380648071366,11,3774.2251298703036,232.54538833170332,310,Monsoon,Saturday
2023-08-13,P001,Electronics,206.4926005995241,0,219.03469073216223,70,14454.482041966688,149.22669137947116,358,Monsoon,Sunday
2023-08-13,P002,Electronics,182.61376158880256,0,169.19057840086967,61,11139.439456916956,124.54940184003678,65,Monsoon,Sunday
2023-08-13,P003,Clothing,267.19363420276545,20,240.5078044721849,49,13092.488075935507,198.91607365874995,305,Monsoon,Sunday
2023-08-13,P004,Clothing,205.0781908007741,15,189.8573935079799,78,15996.098882460381,145.19526073024127,433,Monsoon,Sunday
2023-08-13,P005,Groceries,484.33176683207535,5,503.39068826215185,0,0.0,297.61997583068364,374,Monsoon,Sunday
2023-08-14,P001,Electronics,385.4641132448615,5,356.69321053202526,9,3469.1770192037534,281.3846987438598,139,Monsoon,Monday
2023-08-14,P002,Electronics,215.65468736750438,10,201.0272738910287,64,13801.89999152028,152.04780817380438,200,Monsoon,Monday
2023-08-14,P003,Clothing,332.5284078900213,0,353.45276168254276,13,4322.869302570277,246.21216559387767,106,Monsoon,Monday
2023-08-14,P004,Clothing,243.4908078184395,20,238.33807942949193,48,11687.558775285095,177.07393443588452,408,Monsoon,Monday
2023-08-14,P005,Groceries,422.1865132162347,0,450.21476163161475,0,0.0,278.8660127229469,466,Monsoon,Monday
2023-08-15,P001,Electronics,390.42453042498977,10,369.9926160909383,10,3904.245304249898,280.7516494242864,150,Monsoon,Tuesday
2023-08-15,P002,Electronics,322.97638686543996,5,306.10701756438664,28,9043.338832232319,239.7751425652348,396,Monsoon,Tuesday
2023-08-15,P003,Clothing,168.21521955929035,0,152.5765618041431,65,10933.989271353872,109.08282328670298,65,Monsoon,Tuesday
2023-08-15,P004,Clothing,242.6235684707555,0,250.9873782787072,35,8491.824896476443,157.53888438017748,322,Monsoon,Tuesday
2023-08-15,P005,Groceries,299.0065707497734,10,314.5262166914383,30,8970.197122493202,188.64271553523926,141,Monsoon,Tuesday
2023-08-16,P001,Electronics,195.02400582710794,15,205.78406784382872,70,13651.680407897557,126.9235621873827,306,Monsoon,Wednesday
2023-08-16,P002,Electronics,466.8307117879253,20,499.74625855649083,0,0.0,293.9770510948085,231,Monsoon,Wednesday
2023-08-16,P003,Clothing,428.3676854452001,10,463.1435740655959,0,0.0,265.1576991195809,322,Monsoon,Wednesday
2023-08-16,P004,Clothing,193.7480362711502,5,181.96738783083993,57,11043.638067455562,143.67675425053596,396,Monsoon,Wednesday
2023-08-16,P005,Groceries,469.3144084055743,5,434.32466207447874,0,0.0,345.980545511802,186,Monsoon,Wednesday
2023-08-17,P001,Electronics,495.65012764349336,15,518.3149215025733,0,0.0,336.6506283438619,463,Monsoon,Thursday
2023-08-17,P002,Electronics,101.5673499804373,10,107.70757765804902,91,9242.628848219794,72.92621575452831,149,Monsoon,Thursday
2023-08-17,P003,Clothing,146.06231496114816,10,142.4391288717817,64,9347.988157513482,104.20764951570374,163,Monsoon,Thursday
2023-08-17,P004,Clothing,225.39094393858016,15,207.4647988528171,48,10818.765309051847,149.1129702480219,355,Monsoon,Thursday
2023-08-17,P005,Groceries,439.78577197142215,10,436.82817698868837,0,0.0,287.7298028219252,172,Monsoon,Thursday
2023-08-18,P001,Electronics,147.20241064774996,5,137.43164743095474,69,10156.966334694747,99.63234487100415,167,Monsoon,Friday
2023-08-18,P002,Electronics,497.4312691276875,10,505.3674310308986,0,0.0,338.7669055693693,230,Monsoon,Friday
2023-08-18,P003,Clothing,302.14146729513044,10,273.8894738862474,43,12992.08309369061,214.97454056491935,220,Monsoon,Friday
2023-08-18,P004,Clothing,366.2602002503839,20,340.9725730490855,24,8790.244806009214,236.30241477085727,355,Monsoon,Friday
2023-08-18,P005,Groceries,455.4986067255252,15,454.4920392029466,0,0.0,301.13522238422365,420,Monsoon,Friday
2023-08-19,P001,Electronics,359.8171834414642,5,327.636997969112,25,8995.429586036604,249.66857247390828,386,Monsoon,Saturday
2023-08-19,P002,Electronics,304.77545227277113,10,328.08523882310476,28,8533.712663637592,209.0003246692375,371,Monsoon,Saturday
2023-08-19,P003,Clothing,337.39856632874057,0,337.3384188334201,16,5398.377061259849,208.0134170495994,191,Monsoon,Saturday
2023-08-19,P004,Clothing,421.07896213440864,10,386.53550772801503,6,2526.473772806452,268.86923614018446,393,Monsoon,Saturday
2023-08-19,P005,Groceries,357.1226364344695,5,392.82413243662177,7,2499.8584550412866,214.39058288901123,263,Monsoon,Saturday
2023-08-20,P001,Electronics,197.37704670616426,15,181.33553882769687,61,12039.99984907602,146.70236071761155,429,Monsoon,Sunday
2023-08-20,P002,Electronics,457.6028791667224,10,471.3543097950945,0,0.0,280.7681251853498,142,Monsoon,Sunday
2023-08-20,P003,Clothing,293.47632925871756,5,310.4360401246431,28,8217.337219244091,206.098983340148,167,Monsoon,Sunday
2023-08-20,P004,Clothing,260.3881306753407,10,282.8679197020349,39,10155.137096338287,160.3275760416425,403,Monsoon,Sunday
2023-08-20,P005,Groceries,246.62047495169048,5,229.42661057575418,54,13317.505647391286,177.5095323673993,176,Monsoon,Sunday
2023-08-21,P001,Electronics,423.7478177747783,15,385.37532366916764,6,2542.48690664867,265.46358582069104,181,Monsoon,Monday
2023-08-21,P002,Electronics,241.9724803872065,0,245.77454229972813,42,10162.844176262673,178.2614341948938,372,Monsoon,Monday
2023-08-21,P003,Clothing,253.50898319096368,5,270.9070443551419,37,9379.832378065656,176.602457910865,444,Monsoon,Monday
2023-08-21,P004,Clothing,256.2774148403795,20,241.69588895578258,55,14095.257816220872,162.26479581171543,452,Monsoon,Monday
2023-08-21,P005,Groceries,402.7707380508055,5,376.123671846624,6,2416.624428304833,252.992014527026,330,Monsoon,Monday
2023-08-22,P001,Electronics,134.45430861961452,10,144.99211477199154,59,7932.804208557257,86.46416616510017,76,Monsoon,Tuesday
2023-08-22,P002,Electronics,260.1319473643033,10,236.05526352664066,52,13526.861262943772,191.8837568217993,172,Monsoon,Tuesday
2023-08-22,P003,Clothing,186.185162910292,5,185.17941276780806,71,13219.146566630732,126.22474407419118,406,Monsoon,Tuesday
2023-08-22,P004,Clothing,437.0152917594548,5,397.75850733694443,0,0.0,318.8173042876481,300,Monsoon,Tuesday
2023-08-22,P005,Groceries,355.2897660162446,5,385.729042768452,10,3552.897660162446,216.6713012367355,274,Monsoon,Tuesday
2023-08-23,P001,Electronics,484.6451033733133,20,496.46431156061817,0,0.0,334.89894288221655,55,Monsoon,Wednesday
2023-08-23,P002,Electronics,430.74713886934484,10,431.5125985182309,0,0.0,262.48293723917516,338,Monsoon,Wednesday
2023-08-23,P003,Clothing,156.64689799464688,0,154.5201418088107,60,9398.813879678813,116.70015566464897,147,Monsoon,Wednesday
2023-08-23,P004,Clothing,397.83879038523037,5,433.7797381797322,0,0.0,257.78287762548416,133,Monsoon,Wednesday
2023-08-23,P005,Groceries,217.517788261731,5,209.31790269512777,42,9135.747106992701,156.05564489971678,57,Monsoon,Wednesday
2023-08-24,P001,Electronics,352.47523122402845,20,343.74727259439527,24,8459.405549376683,230.90690369346402,401,Monsoon,Thursday
2023-08-24,P002,Electronics,439.4426207595119,0,441.5743323512905,0,0.0,307.8774985118343,270,Monsoon,Thursday
2023-08-24,P003,Clothing,473.3652508093819,20,479.23006733420533,0,0.0,306.354711215535,246,Monsoon,Thursday
2023-08-24,P004,Clothing,347.24118622467876,0,337.5179065079572,13,4514.135420920824,212.34094037055215,288,Monsoon,Thursday
2023-08-24,P005,Groceries,177.3356934448209,0,170.78904099388313,50,8866.784672241045,124.5587985606355,443,Monsoon,Thursday
2023-08-25,P001,Electronics,115.02649181759223,10,112.41235690882208,73,8396.933902684234,73.62716943459269,102,Monsoon,Friday
2023-08-25,P002,Electronics,397.90029265196887,0,373.2252814042713,5,1989.5014632598443,266.23780176235175,335,Monsoon,Friday
2023-08-25,P003,Clothing,142.08782209526788,15,146.3780713904728,85,12077.46487809777,102.82576846639732,245,Monsoon,Friday
2023-08-25,P004,Clothing,447.28123031159157,20,490.22071713858315,0,0.0,308.3730285540429,142,Monsoon,Friday
2023-08-25,P005,Groceries,170.133696550744,10,172.489374929966,64,10888.556579247615,125.5783401791596,289,Monsoon,Friday
2023-08-26,P001,Electronics,482.0091678446674,5,524.9096316997411,0,0.0,337.9084178927074,341,Monsoon,Saturday
2023-08-26,P002,Electronics,462.4076284177453,5,459.6150859962694,0,0.0,309.03619029725616,333,Monsoon,Saturday
2023-08-26,P003,Clothing,352.8489713796092,0,376.1513209972057,8,2822.791771036874,246.85378757633592,250,Monsoon,Saturday
2023-08-26,P004,Clothing,342.55444679322113,10,344.31999547846067,26,8906.41561662375,242.43100961394907,158,Monsoon,Saturday
2023-08-26,P005,Groceries,487.14582638054213,10,448.78267443284597,0,0.0,304.9780077937728,348,Monsoon,Saturday
2023-08-27,P001,Electronics,198.66257873791113,10,218.20429317713393,68,13509.055354177957,127.12740116203688,168,Monsoon,Sunday
2023-08-27,P002,Electronics,135.25689735631687,0,141.40482299237928,101,13660.946632988003,94.01208014182755,386,Monsoon,Sunday
2023-08-27,P003,Clothing,211.1564503951024,10,203.95729984954147,66,13936.325726076759,140.649298676726,411,Monsoon,Sunday
2023-08-27,P004,Clothing,319.51194370520466,20,324.82016716696666,41,13099.989691913392,237.72733762630799,257,Monsoon,Sunday
2023-08-27,P005,Groceries,231.62951178429117,20,222.32951365695243,63,14592.659242410344,164.97020966295074,464,Monsoon,Sunday
2023-08-28,P001,Electronics,442.62879547333426,0,409.48613343479866,0,0.0,286.22637559679293,225,Monsoon,Monday
2023-08-28,P002,Electronics,466.16648058668136,5,493.8881710344273,0,0.0,298.53892674338755,285,Monsoon,Monday
2023-08-28,P003,Clothing,123.2951323281101,0,114.83468505664382,84,10356.79111556125,91.50160454280984,441,Monsoon,Monday
2023-08-28,P004,Clothing,297.15851423384106,15,310.31961473484444,32,9509.072455482914,220.25146573933947,233,Monsoon,Monday
2023-08-28,P005,Groceries,130.21330766276304,10,134.5326853308788,65,8463.864998079598,85.5242478087288,363,Monsoon,Monday
2023-08-29,P001,Electronics,311.81344600898296,10,321.5928655274599,26,8107.1495962335575,196.35857439293844,342,Monsoon,Tuesday
2023-08-29,P002,Electronics,487.5258762311218,0,444.9747578079384,0,0.0,332.85984972532486,83,Monsoon,Tuesday
2023-08-29,P003,Clothing,137.87239620191804,0,143.97254568843184,65,8961.705753124672,87.4882058085746,261,Monsoon,Tuesday
2023-08-29,P004,Clothing,206.09140900106985,15,221.8859682403595,63,12983.7587670674,152.9671803407503,404,Monsoon,Tuesday
2023-08-29,P005,Groceries,122.14392677536381,15,118.64105668614165,91,11115.097336558107,78.07557026920271,226,Monsoon,Tuesday
2023-08-30,P001,Electronics,363.1799644818369,5,359.481586153952,13,4721.33953826388,261.2962774949378,239,Monsoon,Wednesday
2023-08-30,P002,Electronics,401.50728081802094,0,370.75699556359996,5,2007.5364040901047,272.7144485983946,262,Monsoon,Wednesday
2023-08-30,P003,Clothing,351.94896007327156,20,360.57701683283466,17,5983.132321245616,211.69977972408148,311,Monsoon,Wednesday
2023-08-30,P004,Clothing,207.40196690113413,15,202.57402410916401,54,11199.706212661244,137.64351907588193,226,Monsoon,Wednesday
2023-08-30,P005,Groceries,126.31928711809559,0,123.50678189139764,70,8842.350098266692,84.19877984316562,165,Monsoon,Wednesday
2023-08-31,P001,Electronics,110.33558888800448,5,116.52477853185717,94,10371.54535547242,69.53087149144388,274,Monsoon,Thursday
2023-08-31,P002,Electronics,436.44292357554804,0,400.19774886961034,0,0.0,314.73814349542516,277,Monsoon,Thursday
2023-08-31,P003,Clothing,211.73807637249064,10,219.49512465225996,62,13127.76073509442,128.70497460388214,129,Monsoon,Thursday
2023-08-31,P004,Clothing,112.18312322819872,10,112.37336416076204,90,10096.481090537885,71.22902228671256,446,Monsoon,Thursday
2023-08-31,P005,Groceries,183.7670683287417,0,171.11259594588628,59,10842.25703139576,116.48069882521061,380,Monsoon,Thursday
2023-09-01,P001,Electronics,483.9135145750859,20,523.3767391381941,0,0.0,343.3199807083833,173,Autumn,Friday
2023-09-01,P002,Electronics,246.14673662026112,20,263.78902861397773,61,15014.95093383593,156.27624421113447,252,Autumn,Friday
2023-09-01,P003,Clothing,103.6392725123104,0,98.4647445810453,74,7669.30616591097,72.58866793236436,206,Autumn,Friday
2023-09-01,P004,Clothing,385.8249384372625,15,361.78803341359236,15,5787.374076558937,278.0814049313234,214,Autumn,Friday
2023-09-01,P005,Groceries,307.6086774314223,0,282.1458222599608,29,8920.651645511247,210.36449956855355,164,Autumn,Friday
2023-09-02,P001,Electronics,397.4410070242471,10,384.2542841971763,9,3576.9690632182237,269.5741525011941,389,Autumn,Saturday
2023-09-02,P002,Electronics,203.48202812971468,0,212.1509441554431,54,10988.029519004593,133.26912138906988,488,Autumn,Saturday
2023-09-02,P003,Clothing,213.287633523867,5,202.2031432919833,70,14930.13434667069,138.32315000192457,202,Autumn,Saturday
2023-09-02,P004,Clothing,370.5888573969644,15,359.93027296108227,23,8523.543720130181,261.09910290188554,254,Autumn,Saturday
2023-09-02,P005,Groceries,236.45973032787322,5,239.39707483897624,53,12532.365707377281,142.0838539929206,319,Autumn,Saturday
2023-09-03,P001,Electronics,354.72858571374115,15,345.94759020037213,31,10996.586157125976,262.08676419985477,436,Autumn,Sunday
2023-09-03,P002,Electronics,476.76223490416805,15,476.93581216637983,0,0.0,317.3553253453885,162,Autumn,Sunday
2023-09-03,P003,Clothing,119.65935613807082,5,113.67369854274477,97,11606.95754539287,78.18990863472408,383,Autumn,Sunday
2023-09-03,P004,Clothing,253.60762958598326,0,266.2372397006453,44,11158.735701783264,162.52376710841895,61,Autumn,Sunday
2023-09-03,P005,Groceries,468.3025804218935,0,463.27812264573686,0,0.0,319.66501497856177,392,Autumn,Sunday
2023-09-04,P001,Electronics,422.8428081278051,0,420.70501020952264,0,0.0,270.094605800446,429,Autumn,Monday
2023-09-04,P002,Electronics,474.6280872283357,10,445.7098484876002,0,0.0,290.95285317765473,298,Autumn,Monday
2023-09-04,P003,Clothing,114.53629932649699,5,119.77046924678483,84,9621.049143425747,72.1521945282982,174,Autumn,Monday
2023-09-04,P004,Clothing,180.3508720560913,20,185.82878068145968,84,15149.47325271167,129.29758951086043,242,Autumn,Monday
2023-09-04,P005,Groceries,168.67127801728677,15,154.20301702257305,77,12987.688407331081,109.94812637137971,88,Autumn,Monday
2023-09-05,P001,Electronics,427.1153722357678,0,463.8295025548037,0,0.0,316.9962803701769,233,Autumn,Tuesday
2023-09-05,P002,Electronics,462.7466309359344,20,424.37591021817315,0,0.0,308.86977075356253,279,Autumn,Tuesday
2023-09-05,P003,Clothing,340.792541189781,10,312.8813806361352,32,10905.361318072992,229.90866670267997,158,Autumn,Tuesday
2023-09-05,P004,Clothing,458.50268658863155,0,491.42139564635056,0,0.0,281.2070291626813,451,Autumn,Tuesday
2023-09-05,P005,Groceries,263.49750512341114,5,249.76242554665575,39,10276.402699813034,174.61855193631874,203,Autumn,Tuesday
2023-09-06,P001,Electronics,126.23162905865453,20,121.0858412739562,104,13128.08942210007,86.57502516422338,306,Autumn,Wednesday
2023-09-06,P002,Electronics,255.22338970438278,20,275.3099794606783,57,14547.733213149819,182.106580436764,432,Autumn,Wednesday
2023-09-06,P003,Clothing,257.82045171254924,0,238.75813505248777,53,13664.48394076511,168.0587288494394,319,Autumn,Wednesday
2023-09-06,P004,Clothing,116.65760893599213,15,108.06483193264178,95,11082.472848919253,85.02143556876648,329,Autumn,Wednesday
2023-09-06,P005,Groceries,449.790041313457,5,452.2710492154786,0,0.0,314.09531116124685,124,Autumn,Wednesday
2023-09-07,P001,Electronics,223.74742483200515,20,225.07078706297318,58,12977.350640256298,147.70290670860697,91,Autumn,Thursday
2023-09-07,P002,Electronics,317.39377143320576,15,336.3706537493003,30,9521.813142996172,228.66811181847365,253,Autumn,Thursday
2023-09-07,P003,Clothing,421.28484929763727,5,441.58093838607795,0,0.0,294.59566786172024,105,Autumn,Thursday
2023-09-07,P004,Clothing,252.99378423303773,0,256.5970693426842,38,9613.763800855433,180.08341975744796,357,Autumn,Thursday
2023-09-07,P005,Groceries,262.5625147203982,0,278.2366694060436,33,8664.56298577314,168.05964631089466,405,Autumn,Thursday
2023-09-08,P001,Electronics,235.6949362115468,0,223.06539171163857,44,10370.57719330806,166.47958299000285,253,Autumn,Friday
2023-09-08,P002,Electronics,105.03112499447815,10,109.3448871117323,102,10713.174749436772,66.85711995124865,321,Autumn,Friday
2023-09-08,P003,Clothing,130.21083441035475,10,136.61027331143907,70,9114.758408724832,78.81317383671188,241,Autumn,Friday
